tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
2021-05-06,50,1,45,4,7105,6070,175,860,BENGKULU
2021-05-07,65,0,35,30,7170,6105,175,890,BENGKULU
2021-05-08,76,0,48,28,7246,6153,175,918,BENGKULU
2021-05-09,37,0,61,-24,7283,6214,175,894,BENGKULU
2021-05-10,18,0,53,-35,7301,6267,175,859,BENGKULU
2021-05-11,16,0,40,-24,7317,6307,175,835,BENGKULU
2021-05-12,50,0,51,-1,7367,6358,175,834,BENGKULU
2021-05-13,35,0,61,-26,7402,6419,175,808,BENGKULU
2021-05-14,29,0,40,-11,7431,6459,175,797,BENGKULU
2021-05-15,4,0,52,-48,7435,6511,175,749,BENGKULU
2021-05-16,8,0,35,-27,7443,6546,175,722,BENGKULU
2021-05-17,4,0,17,-13,7447,6563,175,709,BENGKULU
2021-05-18,26,0,51,-25,7473,6614,175,684,BENGKULU
2021-05-19,35,0,12,23,7508,6626,175,707,BENGKULU
2021-05-20,37,0,3,34,7545,6629,175,741,BENGKULU
2021-05-21,80,0,56,24,7625,6685,175,765,BENGKULU
2021-05-22,60,0,50,10,7685,6735,175,775,BENGKULU
2021-05-23,70,0,51,19,7755,6786,175,794,BENGKULU
2021-05-24,8,1,40,-33,7763,6826,176,761,BENGKULU
2021-05-25,30,1,55,-26,7793,6881,177,735,BENGKULU
2021-05-26,27,0,31,-4,7820,6912,177,731,BENGKULU
2021-05-27,19,0,42,-23,7839,6954,177,708,BENGKULU
2021-05-28,66,0,41,25,7905,6995,177,733,BENGKULU
2021-05-29,81,1,63,17,7986,7058,178,750,BENGKULU
2021-05-30,70,1,62,7,8056,7120,179,757,BENGKULU
2021-05-31,18,1,20,-3,8074,7140,180,754,BENGKULU
2021-05-01,124,2,118,4,11169,9727,441,1001,ACEH
2021-05-02,68,7,52,9,11237,9779,448,1010,ACEH
2021-05-03,56,1,14,41,11293,9793,449,1051,ACEH
2021-05-04,98,5,9,84,11391,9802,454,1135,ACEH
2021-05-05,91,6,18,67,11482,9820,460,1202,ACEH
2021-05-06,107,1,38,68,11589,9858,461,1270,ACEH
2021-05-07,113,4,114,-5,11702,9972,465,1265,ACEH
2021-05-08,100,4,5,91,11802,9977,469,1356,ACEH
2021-05-09,28,6,91,-69,11830,10068,475,1287,ACEH
2021-05-10,68,5,87,-24,11898,10155,480,1263,ACEH
2021-05-11,100,2,32,66,11998,10187,482,1329,ACEH
2021-05-12,128,3,32,93,12126,10219,485,1422,ACEH
2021-05-13,26,1,22,3,12152,10241,486,1425,ACEH
2021-05-14,5,3,18,-16,12157,10259,489,1409,ACEH
2021-05-15,57,2,12,43,12214,10271,491,1452,ACEH
2021-05-16,35,2,72,-39,12249,10343,493,1413,ACEH
2021-05-17,91,5,22,64,12340,10365,498,1477,ACEH
2021-05-18,128,4,74,50,12468,10439,502,1527,ACEH
2021-05-19,147,9,62,76,12615,10501,511,1603,ACEH
2021-05-20,199,3,2,194,12814,10503,514,1797,ACEH
2021-05-21,176,9,102,65,12990,10605,523,1862,ACEH
2021-05-22,135,5,9,121,13125,10614,528,1983,ACEH
2021-05-23,104,6,92,6,13229,10706,534,1989,ACEH
2021-05-24,167,8,255,-96,13396,10961,542,1893,ACEH
2021-05-25,185,9,149,27,13581,11110,551,1920,ACEH
2021-05-26,267,4,37,226,13848,11147,555,2146,ACEH
2021-05-27,230,7,128,95,14078,11275,562,2241,ACEH
2021-05-28,260,8,145,107,14338,11420,570,2348,ACEH
2021-05-29,293,7,125,161,14631,11545,577,2509,ACEH
2021-05-30,270,3,116,151,14901,11661,580,2660,ACEH
2021-05-31,116,15,132,-31,15017,11793,595,2629,ACEH
2021-05-01,59,4,56,-1,29458,26172,974,2312,SUMATERA UTARA
2021-05-02,64,2,59,3,29522,26231,976,2315,SUMATERA UTARA
2021-05-03,68,1,60,7,29590,26291,977,2322,SUMATERA UTARA
2021-05-04,63,0,65,-2,29653,26356,977,2320,SUMATERA UTARA
2021-05-05,71,3,64,4,29724,26420,980,2324,SUMATERA UTARA
2021-05-06,81,4,60,17,29805,26480,984,2341,SUMATERA UTARA
2021-05-07,95,1,76,18,29900,26556,985,2359,SUMATERA UTARA
2021-05-08,82,3,73,6,29982,26629,988,2365,SUMATERA UTARA
2021-05-09,76,2,75,-1,30058,26704,990,2364,SUMATERA UTARA
2021-05-10,89,4,80,5,30147,26784,994,2369,SUMATERA UTARA
2021-05-11,83,2,73,8,30230,26857,996,2377,SUMATERA UTARA
2021-05-12,78,3,77,-2,30308,26934,999,2375,SUMATERA UTARA
2021-05-13,82,1,70,11,30390,27004,1000,2386,SUMATERA UTARA
2021-05-14,86,2,67,17,30476,27071,1002,2403,SUMATERA UTARA
2021-05-15,76,3,76,-3,30552,27147,1005,2400,SUMATERA UTARA
2021-05-16,80,4,73,3,30632,27220,1009,2403,SUMATERA UTARA
2021-05-17,91,2,63,26,30723,27283,1011,2429,SUMATERA UTARA
2021-05-18,95,2,101,-8,30818,27384,1013,2421,SUMATERA UTARA
2021-05-19,92,1,112,-21,30910,27496,1014,2400,SUMATERA UTARA
2021-05-20,98,1,83,14,31008,27579,1015,2414,SUMATERA UTARA
2021-05-21,97,4,109,-16,31105,27688,1019,2398,SUMATERA UTARA
2021-05-22,87,6,76,5,31192,27764,1025,2403,SUMATERA UTARA
2021-05-23,84,3,68,13,31276,27832,1028,2416,SUMATERA UTARA
2021-05-24,99,2,96,1,31375,27928,1030,2417,SUMATERA UTARA
2021-05-25,97,4,73,20,31472,28001,1034,2437,SUMATERA UTARA
2021-05-26,85,3,77,5,31557,28078,1037,2442,SUMATERA UTARA
2021-05-27,95,2,114,-21,31652,28192,1039,2421,SUMATERA UTARA
2021-05-28,89,3,77,9,31741,28269,1042,2430,SUMATERA UTARA
2021-05-29,82,5,80,-3,31823,28349,1047,2427,SUMATERA UTARA
2021-05-30,72,1,71,0,31895,28420,1048,2427,SUMATERA UTARA
2021-05-31,98,6,83,9,31993,28503,1054,2436,SUMATERA UTARA
2021-05-01,200,2,142,56,13646,11747,213,1686,KEPULAUAN BANGKA BELITUNG
2021-05-02,93,4,89,0,13739,11836,217,1686,KEPULAUAN BANGKA BELITUNG
2021-05-03,82,1,140,-59,13821,11976,218,1627,KEPULAUAN BANGKA BELITUNG
2021-05-04,167,2,223,-58,13988,12199,220,1569,KEPULAUAN BANGKA BELITUNG
2021-05-05,125,1,130,-6,14113,12329,221,1563,KEPULAUAN BANGKA BELITUNG
2021-05-06,168,1,151,16,14281,12480,222,1579,KEPULAUAN BANGKA BELITUNG
2021-05-07,197,1,343,-147,14478,12823,223,1432,KEPULAUAN BANGKA BELITUNG
2021-05-08,267,6,154,107,14745,12977,229,1539,KEPULAUAN BANGKA BELITUNG
2021-05-09,184,3,157,24,14929,13134,232,1563,KEPULAUAN BANGKA BELITUNG
2021-05-10,112,0,132,-20,15041,13266,232,1543,KEPULAUAN BANGKA BELITUNG
2021-05-11,143,1,188,-46,15184,13454,233,1497,KEPULAUAN BANGKA BELITUNG
2021-05-12,211,2,110,99,15395,13564,235,1596,KEPULAUAN BANGKA BELITUNG
2021-05-13,73,2,71,0,15468,13635,237,1596,KEPULAUAN BANGKA BELITUNG
2021-05-14,65,0,132,-67,15533,13767,237,1529,KEPULAUAN BANGKA BELITUNG
2021-05-15,41,2,146,-107,15574,13913,239,1422,KEPULAUAN BANGKA BELITUNG
2021-05-16,75,3,173,-101,15649,14086,242,1321,KEPULAUAN BANGKA BELITUNG
2021-05-17,108,1,214,-107,15757,14300,243,1214,KEPULAUAN BANGKA BELITUNG
2021-05-18,131,2,308,-179,15888,14608,245,1035,KEPULAUAN BANGKA BELITUNG
2021-05-19,164,2,139,23,16052,14747,247,1058,KEPULAUAN BANGKA BELITUNG
2021-05-20,194,2,149,43,16246,14896,249,1101,KEPULAUAN BANGKA BELITUNG
2021-05-21,240,1,88,151,16486,14984,250,1252,KEPULAUAN BANGKA BELITUNG
2021-05-22,190,1,66,123,16676,15050,251,1375,KEPULAUAN BANGKA BELITUNG
2021-05-23,183,0,133,50,16859,15183,251,1425,KEPULAUAN BANGKA BELITUNG
2021-05-24,135,0,99,36,16994,15282,251,1461,KEPULAUAN BANGKA BELITUNG
2021-05-25,166,5,63,98,17160,15345,256,1559,KEPULAUAN BANGKA BELITUNG
2021-05-26,271,2,78,191,17431,15423,258,1750,KEPULAUAN BANGKA BELITUNG
2021-05-27,132,2,102,28,17563,15525,260,1778,KEPULAUAN BANGKA BELITUNG
2021-05-28,183,7,122,54,17746,15647,267,1832,KEPULAUAN BANGKA BELITUNG
2021-05-29,176,2,213,-39,17922,15860,269,1793,KEPULAUAN BANGKA BELITUNG
2021-05-30,245,0,120,125,18167,15980,269,1918,KEPULAUAN BANGKA BELITUNG
2021-05-31,130,0,254,-124,18297,16234,269,1794,KEPULAUAN BANGKA BELITUNG
2021-05-01,179,8,333,-162,37110,34006,803,2301,SUMATERA BARAT
2021-05-02,270,6,137,127,37380,34143,809,2428,SUMATERA BARAT
2021-05-03,58,5,98,-45,37438,34241,814,2383,SUMATERA BARAT
2021-05-04,144,5,223,-84,37582,34464,819,2299,SUMATERA BARAT
2021-05-05,263,5,208,50,37845,34672,824,2349,SUMATERA BARAT
2021-05-06,416,10,257,149,38261,34929,834,2498,SUMATERA BARAT
2021-05-07,283,7,204,72,38544,35133,841,2570,SUMATERA BARAT
2021-05-08,300,3,276,21,38844,35409,844,2591,SUMATERA BARAT
2021-05-09,322,11,171,140,39166,35580,855,2731,SUMATERA BARAT
2021-05-10,177,11,103,63,39343,35683,866,2794,SUMATERA BARAT
2021-05-11,231,3,268,-40,39574,35951,869,2754,SUMATERA BARAT
2021-05-12,443,9,184,250,40017,36135,878,3004,SUMATERA BARAT
2021-05-13,94,0,228,-134,40111,36363,878,2870,SUMATERA BARAT
2021-05-14,0,0,2,-2,40111,36365,878,2868,SUMATERA BARAT
2021-05-15,0,0,10,-10,40111,36375,878,2858,SUMATERA BARAT
2021-05-16,141,6,230,-95,40252,36605,884,2763,SUMATERA BARAT
2021-05-17,127,10,146,-29,40379,36751,894,2734,SUMATERA BARAT
2021-05-18,230,7,244,-21,40609,36995,901,2713,SUMATERA BARAT
2021-05-19,295,5,358,-68,40904,37353,906,2645,SUMATERA BARAT
2021-05-20,349,7,223,119,41253,37576,913,2764,SUMATERA BARAT
2021-05-21,362,10,314,38,41615,37890,923,2802,SUMATERA BARAT
2021-05-22,301,8,304,-11,41916,38194,931,2791,SUMATERA BARAT
2021-05-23,381,9,181,191,42297,38375,940,2982,SUMATERA BARAT
2021-05-24,154,1,194,-41,42451,38569,941,2941,SUMATERA BARAT
2021-05-25,271,8,184,79,42722,38753,949,3020,SUMATERA BARAT
2021-05-26,290,3,268,19,43012,39021,952,3039,SUMATERA BARAT
2021-05-27,313,4,137,172,43325,39158,956,3211,SUMATERA BARAT
2021-05-28,172,11,217,-56,43497,39375,967,3155,SUMATERA BARAT
2021-05-29,361,10,401,-50,43858,39776,977,3105,SUMATERA BARAT
2021-05-30,269,15,188,66,44127,39964,992,3171,SUMATERA BARAT
2021-05-31,131,2,123,6,44258,40087,994,3177,SUMATERA BARAT
2021-05-01,66,0,35,31,16041,13927,816,1298,LAMPUNG
2021-05-02,75,0,26,49,16116,13953,816,1347,LAMPUNG
2021-05-03,95,1,60,34,16211,14013,817,1381,LAMPUNG
2021-05-04,52,3,39,10,16263,14052,820,1391,LAMPUNG
2021-05-05,77,1,76,0,16340,14128,821,1391,LAMPUNG
2021-05-06,67,3,36,28,16407,14164,824,1419,LAMPUNG
2021-05-07,53,4,27,22,16460,14191,828,1441,LAMPUNG
2021-05-08,77,2,67,8,16537,14258,830,1449,LAMPUNG
2021-05-09,54,6,46,2,16591,14304,836,1451,LAMPUNG
2021-05-10,44,1,48,-5,16635,14352,837,1446,LAMPUNG
2021-05-11,85,18,217,-150,16720,14569,855,1296,LAMPUNG
2021-05-12,88,5,72,11,16808,14641,860,1307,LAMPUNG
2021-05-13,49,4,25,20,16857,14666,864,1327,LAMPUNG
2021-05-14,29,2,34,-7,16886,14700,866,1320,LAMPUNG
2021-05-15,65,0,15,50,16951,14715,866,1370,LAMPUNG
2021-05-16,58,2,24,32,17009,14739,868,1402,LAMPUNG
2021-05-17,60,5,92,-37,17069,14831,873,1365,LAMPUNG
2021-05-18,55,6,154,-105,17124,14985,879,1260,LAMPUNG
2021-05-19,64,2,18,44,17188,15003,881,1304,LAMPUNG
2021-05-20,69,23,143,-97,17257,15146,904,1207,LAMPUNG
2021-05-21,86,0,101,-15,17343,15247,904,1192,LAMPUNG
2021-05-22,70,6,56,8,17413,15303,910,1200,LAMPUNG
2021-05-23,104,0,29,75,17517,15332,910,1275,LAMPUNG
2021-05-24,94,1,41,52,17611,15373,911,1327,LAMPUNG
2021-05-25,84,3,41,40,17695,15414,914,1367,LAMPUNG
2021-05-26,75,2,57,16,17770,15471,916,1383,LAMPUNG
2021-05-27,56,5,95,-44,17826,15566,921,1339,LAMPUNG
2021-05-28,85,4,61,20,17911,15627,925,1359,LAMPUNG
2021-05-29,98,1,79,18,18009,15706,926,1377,LAMPUNG
2021-05-30,89,1,37,51,18098,15743,927,1428,LAMPUNG
2021-05-31,99,1,76,22,18197,15819,928,1450,LAMPUNG
2021-05-01,926,15,793,118,409503,395686,6661,7156,DKI JAKARTA
2021-05-02,854,10,984,-140,410357,396670,6671,7016,DKI JAKARTA
2021-05-03,757,20,687,50,411114,397357,6691,7066,DKI JAKARTA
2021-05-04,416,18,586,-188,411530,397943,6709,6878,DKI JAKARTA
2021-05-05,845,12,687,146,412375,398630,6721,7024,DKI JAKARTA
2021-05-06,906,21,566,319,413281,399196,6742,7343,DKI JAKARTA
2021-05-07,783,20,595,168,414064,399791,6762,7511,DKI JAKARTA
2021-05-08,732,26,584,122,414796,400375,6788,7633,DKI JAKARTA
2021-05-09,809,16,690,103,415605,401065,6804,7736,DKI JAKARTA
2021-05-10,694,22,607,65,416299,401672,6826,7801,DKI JAKARTA
2021-05-11,406,20,667,-281,416705,402339,6846,7520,DKI JAKARTA
2021-05-12,656,13,674,-31,417361,403013,6859,7489,DKI JAKARTA
2021-05-13,785,15,585,185,418146,403598,6874,7674,DKI JAKARTA
2021-05-14,632,16,547,69,418778,404145,6890,7743,DKI JAKARTA
2021-05-15,227,15,573,-361,419005,404718,6905,7382,DKI JAKARTA
2021-05-16,161,18,592,-449,419166,405310,6923,6933,DKI JAKARTA
2021-05-17,421,25,0,396,419587,405310,6948,7329,DKI JAKARTA
2021-05-18,219,15,194,10,419806,405504,6963,7339,DKI JAKARTA
2021-05-19,611,19,197,395,420417,405701,6982,7734,DKI JAKARTA
2021-05-20,895,20,96,779,421312,405797,7002,8513,DKI JAKARTA
2021-05-21,856,16,100,740,422168,405897,7018,9253,DKI JAKARTA
2021-05-22,932,12,397,523,423100,406294,7030,9776,DKI JAKARTA
2021-05-23,867,12,340,515,423967,406634,7042,10291,DKI JAKARTA
2021-05-24,819,10,302,507,424786,406936,7052,10798,DKI JAKARTA
2021-05-25,384,14,506,-136,425170,407442,7066,10662,DKI JAKARTA
2021-05-26,617,11,516,90,425787,407958,7077,10752,DKI JAKARTA
2021-05-27,940,18,586,336,426727,408544,7095,11088,DKI JAKARTA
2021-05-28,602,19,908,-325,427329,409452,7114,10763,DKI JAKARTA
2021-05-29,898,12,998,-112,428227,410450,7126,10651,DKI JAKARTA
2021-05-30,1064,13,1004,47,429291,411454,7139,10698,DKI JAKARTA
2021-05-31,726,19,581,126,430017,412035,7158,10824,DKI JAKARTA
2021-05-01,202,20,231,-49,184970,165663,8427,10880,JAWA TENGAH
2021-05-02,178,18,80,80,185148,165743,8445,10960,JAWA TENGAH
2021-05-03,540,32,598,-90,185688,166341,8477,10870,JAWA TENGAH
2021-05-04,382,27,659,-304,186070,167000,8504,10566,JAWA TENGAH
2021-05-05,544,59,586,-101,186614,167586,8563,10465,JAWA TENGAH
2021-05-06,372,13,403,-44,186986,167989,8576,10421,JAWA TENGAH
2021-05-07,535,12,763,-240,187521,168752,8588,10181,JAWA TENGAH
2021-05-08,138,54,408,-324,187659,169160,8642,9857,JAWA TENGAH
2021-05-09,139,41,445,-347,187798,169605,8683,9510,JAWA TENGAH
2021-05-10,857,76,739,42,188655,170344,8759,9552,JAWA TENGAH
2021-05-11,546,80,773,-307,189201,171117,8839,9245,JAWA TENGAH
2021-05-12,116,24,289,-197,189317,171406,8863,9048,JAWA TENGAH
2021-05-13,480,2,1143,-665,189797,172549,8865,8383,JAWA TENGAH
2021-05-14,165,21,442,-298,189962,172991,8886,8085,JAWA TENGAH
2021-05-15,251,35,425,-209,190213,173416,8921,7876,JAWA TENGAH
2021-05-16,349,16,392,-59,190562,173808,8937,7817,JAWA TENGAH
2021-05-17,689,43,899,-253,191251,174707,8980,7564,JAWA TENGAH
2021-05-18,575,16,631,-72,191826,175338,8996,7492,JAWA TENGAH
2021-05-19,415,53,182,180,192241,175520,9049,7672,JAWA TENGAH
2021-05-20,576,68,422,86,192817,175942,9117,7758,JAWA TENGAH
2021-05-21,672,44,159,469,193489,176101,9161,8227,JAWA TENGAH
2021-05-22,514,32,117,365,194003,176218,9193,8592,JAWA TENGAH
2021-05-23,367,21,254,92,194370,176472,9214,8684,JAWA TENGAH
2021-05-24,933,14,877,42,195303,177349,9228,8726,JAWA TENGAH
2021-05-25,712,28,332,352,196015,177681,9256,9078,JAWA TENGAH
2021-05-26,550,23,247,280,196565,177928,9279,9358,JAWA TENGAH
2021-05-27,713,5,237,471,197278,178165,9284,9829,JAWA TENGAH
2021-05-28,686,46,631,9,197964,178796,9330,9838,JAWA TENGAH
2021-05-29,1079,21,651,407,199043,179447,9351,10245,JAWA TENGAH
2021-05-30,1019,9,271,739,200062,179718,9360,10984,JAWA TENGAH
2021-05-31,921,22,574,325,200983,180292,9382,11309,JAWA TENGAH
2021-05-01,180,1,111,68,11355,9752,257,1346,KEPULAUAN RIAU
2021-05-02,145,0,8,137,11500,9760,257,1483,KEPULAUAN RIAU
2021-05-03,153,0,0,153,11653,9760,257,1636,KEPULAUAN RIAU
2021-05-04,134,3,173,-42,11787,9933,260,1594,KEPULAUAN RIAU
2021-05-05,94,0,111,-17,11881,10044,260,1577,KEPULAUAN RIAU
2021-05-06,253,11,89,153,12134,10133,271,1730,KEPULAUAN RIAU
2021-05-07,94,0,33,61,12228,10166,271,1791,KEPULAUAN RIAU
2021-05-08,112,0,19,93,12340,10185,271,1884,KEPULAUAN RIAU
2021-05-09,92,0,311,-219,12432,10496,271,1665,KEPULAUAN RIAU
2021-05-10,109,0,82,27,12541,10578,271,1692,KEPULAUAN RIAU
2021-05-11,147,2,132,13,12688,10710,273,1705,KEPULAUAN RIAU
2021-05-12,125,0,3,122,12813,10713,273,1827,KEPULAUAN RIAU
2021-05-13,98,12,255,-169,12911,10968,285,1658,KEPULAUAN RIAU
2021-05-14,98,0,13,85,13009,10981,285,1743,KEPULAUAN RIAU
2021-05-15,190,1,9,180,13199,10990,286,1923,KEPULAUAN RIAU
2021-05-16,222,12,242,-32,13421,11232,298,1891,KEPULAUAN RIAU
2021-05-17,106,1,4,101,13527,11236,299,1992,KEPULAUAN RIAU
2021-05-18,164,2,128,34,13691,11364,301,2026,KEPULAUAN RIAU
2021-05-19,137,0,103,34,13828,11467,301,2060,KEPULAUAN RIAU
2021-05-20,205,0,281,-76,14033,11748,301,1984,KEPULAUAN RIAU
2021-05-21,236,9,46,181,14269,11794,310,2165,KEPULAUAN RIAU
2021-05-22,174,0,60,114,14443,11854,310,2279,KEPULAUAN RIAU
2021-05-23,215,0,25,190,14658,11879,310,2469,KEPULAUAN RIAU
2021-05-24,247,1,313,-67,14905,12192,311,2402,KEPULAUAN RIAU
2021-05-25,191,2,21,168,15096,12213,313,2570,KEPULAUAN RIAU
2021-05-26,190,3,56,131,15286,12269,316,2701,KEPULAUAN RIAU
2021-05-27,411,0,82,329,15697,12351,316,3030,KEPULAUAN RIAU
2021-05-28,219,8,154,57,15916,12505,324,3087,KEPULAUAN RIAU
2021-05-29,456,8,175,273,16372,12680,332,3360,KEPULAUAN RIAU
2021-05-30,294,7,201,86,16666,12881,339,3446,KEPULAUAN RIAU
2021-05-31,161,0,16,145,16827,12897,339,3591,KEPULAUAN RIAU
2021-05-01,142,10,165,-33,44813,42132,1346,1335,BALI
2021-05-02,86,5,61,20,44899,42193,1351,1355,BALI
2021-05-03,105,9,131,-35,45004,42324,1360,1320,BALI
2021-05-04,150,9,123,18,45154,42447,1369,1338,BALI
2021-05-05,128,9,126,-7,45282,42573,1378,1331,BALI
2021-05-06,146,11,156,-21,45428,42729,1389,1310,BALI
2021-05-07,114,5,150,-41,45542,42879,1394,1269,BALI
2021-05-08,113,8,130,-25,45655,43009,1402,1244,BALI
2021-05-09,103,5,103,-5,45758,43112,1407,1239,BALI
2021-05-10,74,9,134,-69,45832,43246,1416,1170,BALI
2021-05-11,101,9,90,2,45933,43336,1425,1172,BALI
2021-05-12,97,6,120,-29,46030,43456,1431,1143,BALI
2021-05-13,94,4,88,2,46124,43544,1435,1145,BALI
2021-05-14,47,4,98,-55,46171,43642,1439,1090,BALI
2021-05-15,45,3,121,-79,46216,43763,1442,1011,BALI
2021-05-16,74,4,52,18,46290,43815,1446,1029,BALI
2021-05-17,74,5,135,-66,46364,43950,1451,963,BALI
2021-05-18,79,4,114,-39,46443,44064,1455,924,BALI
2021-05-19,112,8,125,-21,46555,44189,1463,903,BALI
2021-05-20,83,4,94,-15,46638,44283,1467,888,BALI
2021-05-21,100,1,185,-86,46738,44468,1468,802,BALI
2021-05-22,50,5,83,-38,46788,44551,1473,764,BALI
2021-05-23,68,2,48,18,46856,44599,1475,782,BALI
2021-05-24,62,1,70,-9,46918,44669,1476,773,BALI
2021-05-25,55,5,83,-33,46973,44752,1481,740,BALI
2021-05-26,59,5,41,13,47032,44793,1486,753,BALI
2021-05-27,31,5,74,-48,47063,44867,1491,705,BALI
2021-05-28,61,6,69,-14,47124,44936,1497,691,BALI
2021-05-29,49,2,72,-25,47173,45008,1499,666,BALI
2021-05-30,42,2,42,-2,47215,45050,1501,664,BALI
2021-05-31,44,3,94,-53,47259,45144,1504,611,BALI
2021-05-01,98,0,68,30,7836,6826,42,968,KALIMANTAN BARAT
2021-05-02,95,1,73,21,7931,6899,43,989,KALIMANTAN BARAT
2021-05-03,0,1,0,-1,7931,6899,44,988,KALIMANTAN BARAT
2021-05-04,117,0,99,18,8048,6998,44,1006,KALIMANTAN BARAT
2021-05-05,116,4,100,12,8164,7098,48,1018,KALIMANTAN BARAT
2021-05-06,120,5,89,26,8284,7187,53,1044,KALIMANTAN BARAT
2021-05-07,133,0,95,38,8417,7282,53,1082,KALIMANTAN BARAT
2021-05-08,74,0,49,25,8491,7331,53,1107,KALIMANTAN BARAT
2021-05-09,124,2,121,1,8615,7452,55,1108,KALIMANTAN BARAT
2021-05-10,65,2,87,-24,8680,7539,57,1084,KALIMANTAN BARAT
2021-05-11,88,0,119,-31,8768,7658,57,1053,KALIMANTAN BARAT
2021-05-12,138,3,62,73,8906,7720,60,1126,KALIMANTAN BARAT
2021-05-13,103,3,245,-145,9009,7965,63,981,KALIMANTAN BARAT
2021-05-14,107,1,157,-51,9116,8122,64,930,KALIMANTAN BARAT
2021-05-15,67,0,174,-107,9183,8296,64,823,KALIMANTAN BARAT
2021-05-16,97,1,17,79,9280,8313,65,902,KALIMANTAN BARAT
2021-05-17,72,3,161,-92,9352,8474,68,810,KALIMANTAN BARAT
2021-05-18,133,1,75,57,9485,8549,69,867,KALIMANTAN BARAT
2021-05-19,117,0,214,-97,9602,8763,69,770,KALIMANTAN BARAT
2021-05-20,128,0,42,86,9730,8805,69,856,KALIMANTAN BARAT
2021-05-21,117,0,162,-45,9847,8967,69,811,KALIMANTAN BARAT
2021-05-22,84,8,64,12,9931,9031,77,823,KALIMANTAN BARAT
2021-05-23,118,2,109,7,10049,9140,79,830,KALIMANTAN BARAT
2021-05-24,83,1,98,-16,10132,9238,80,814,KALIMANTAN BARAT
2021-05-25,114,0,37,77,10246,9275,80,891,KALIMANTAN BARAT
2021-05-26,121,3,100,18,10367,9375,83,909,KALIMANTAN BARAT
2021-05-27,119,1,40,78,10486,9415,84,987,KALIMANTAN BARAT
2021-05-28,98,2,192,-96,10584,9607,86,891,KALIMANTAN BARAT
2021-05-29,99,1,111,-13,10683,9718,87,878,KALIMANTAN BARAT
2021-05-30,133,2,62,69,10816,9780,89,947,KALIMANTAN BARAT
2021-05-31,38,3,146,-111,10854,9926,92,836,KALIMANTAN BARAT
2021-05-01,108,1,12,95,20179,16954,447,2778,KALIMANTAN TENGAH
2021-05-02,49,3,13,33,20228,16967,450,2811,KALIMANTAN TENGAH
2021-05-03,74,0,167,-93,20302,17134,450,2718,KALIMANTAN TENGAH
2021-05-04,101,0,243,-142,20403,17377,450,2576,KALIMANTAN TENGAH
2021-05-05,91,1,338,-248,20494,17715,451,2328,KALIMANTAN TENGAH
2021-05-06,74,0,41,33,20568,17756,451,2361,KALIMANTAN TENGAH
2021-05-07,84,0,125,-41,20652,17881,451,2320,KALIMANTAN TENGAH
2021-05-08,125,2,51,72,20777,17932,453,2392,KALIMANTAN TENGAH
2021-05-09,90,0,21,69,20867,17953,453,2461,KALIMANTAN TENGAH
2021-05-10,61,4,149,-92,20928,18102,457,2369,KALIMANTAN TENGAH
2021-05-11,58,9,57,-8,20986,18159,466,2361,KALIMANTAN TENGAH
